"AGENCY 0","DATA 0","DATA TYPE 0","LOCATION 0","LOCATION TYPE 0","SOURCE 0","SOURCE TYPE 0","SUBJECT 0","TIME 0","TIME TYPE 0"
"National Centers for Environmental Information","0.89","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1914-07","ISO_DATE"
"National Centers for Environmental Information","0.89","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1914-08","ISO_DATE"
"National Centers for Environmental Information","0.72","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1998-10","ISO_DATE"
"National Centers for Environmental Information","0.01","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1989-06","ISO_DATE"
"National Centers for Environmental Information","0.88","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1989-07","ISO_DATE"
"National Centers for Environmental Information","0.8","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1989-08","ISO_DATE"
"National Centers for Environmental Information","0.63","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1989-10","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2020-06","ISO_DATE"
"National Centers for Environmental Information","0.13","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1996-10","ISO_DATE"
"National Centers for Environmental Information","0.01","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1897-06","ISO_DATE"
"National Centers for Environmental Information","0.14","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1897-10","ISO_DATE"
"National Centers for Environmental Information","0.57","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1942-01","ISO_DATE"
"National Centers for Environmental Information","0.69","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1985-08","ISO_DATE"
"National Centers for Environmental Information","0.43","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1984-10","ISO_DATE"
"National Centers for Environmental Information","0.86","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1936-01","ISO_DATE"
"National Centers for Environmental Information","1.06","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1936-08","ISO_DATE"
"National Centers for Environmental Information","0.13","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1934-06","ISO_DATE"
"National Centers for Environmental Information","0.01","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1906-10","ISO_DATE"
"National Centers for Environmental Information","3.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2021-07","ISO_DATE"
"National Centers for Environmental Information","2.67","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2021-08","ISO_DATE"
"National Centers for Environmental Information","0.89","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1977-10","ISO_DATE"
"National Centers for Environmental Information","0.82","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1976-10","ISO_DATE"
"National Centers for Environmental Information","0.22","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1964-01","ISO_DATE"
"National Centers for Environmental Information","2.53","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1992-08","ISO_DATE"
"National Centers for Environmental Information","0.27","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1925-06","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1917-06","ISO_DATE"
"National Centers for Environmental Information","0.46","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1917-08","ISO_DATE"
"National Centers for Environmental Information","1.01","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1932-08","ISO_DATE"
"National Centers for Environmental Information","1.32","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1963-10","ISO_DATE"
"National Centers for Environmental Information","1.4","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2013-08","ISO_DATE"
"National Centers for Environmental Information","0.22","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1915-06","ISO_DATE"
"National Centers for Environmental Information","0.71","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1978-07","ISO_DATE"
"National Centers for Environmental Information","1.39","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2007-07","ISO_DATE"
"National Centers for Environmental Information","0.8","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2007-08","ISO_DATE"
"National Centers for Environmental Information","0.01","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2007-10","ISO_DATE"
"National Centers for Environmental Information","0.44","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2018-01","ISO_DATE"
"National Centers for Environmental Information","0.79","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1899-08","ISO_DATE"
"National Centers for Environmental Information","1.06","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1929-01","ISO_DATE"
"National Centers for Environmental Information","2.21","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1929-08","ISO_DATE"
"National Centers for Environmental Information","0.8","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1965-07","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1950-10","ISO_DATE"
"National Centers for Environmental Information","0.21","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1959-01","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1947-06","ISO_DATE"
"National Centers for Environmental Information","2.3","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1947-08","ISO_DATE"
"National Centers for Environmental Information","0.25","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1947-10","ISO_DATE"
"National Centers for Environmental Information","0.82","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1944-07","ISO_DATE"
"National Centers for Environmental Information","1.75","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1951-01","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1946-06","ISO_DATE"
"National Centers for Environmental Information","1.12","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1943-01","ISO_DATE"
"National Centers for Environmental Information","0.66","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2004-09","ISO_DATE"
"National Centers for Environmental Information","0.35","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1924-09","ISO_DATE"
"National Centers for Environmental Information","0.7","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1975-07","ISO_DATE"
"National Centers for Environmental Information","0.19","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1975-10","ISO_DATE"
"National Centers for Environmental Information","2.39","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1995-01","ISO_DATE"
"National Centers for Environmental Information","0.13","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1903-06","ISO_DATE"
"National Centers for Environmental Information","0.03","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1994-06","ISO_DATE"
"National Centers for Environmental Information","0.57","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1994-08","ISO_DATE"
"National Centers for Environmental Information","0.36","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1994-10","ISO_DATE"
"National Centers for Environmental Information","0.12","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1927-01","ISO_DATE"
"National Centers for Environmental Information","0.05","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1912-09","ISO_DATE"
"National Centers for Environmental Information","0.02","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1906-09","ISO_DATE"
"National Centers for Environmental Information","1.14","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1999-09","ISO_DATE"
"National Centers for Environmental Information","0.04","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1956-09","ISO_DATE"
"National Centers for Environmental Information","0.17","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2005-09","ISO_DATE"
"National Centers for Environmental Information","3.34","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1939-09","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2006-11","ISO_DATE"
"National Centers for Environmental Information","1.05","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1962-09","ISO_DATE"
"National Centers for Environmental Information","0.32","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1907-05","ISO_DATE"
"National Centers for Environmental Information","0.2","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1908-11","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1938-11","ISO_DATE"
"National Centers for Environmental Information","0.07","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1937-05","ISO_DATE"
"National Centers for Environmental Information","0.64","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1991-09","ISO_DATE"
"National Centers for Environmental Information","0.89","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1965-09","ISO_DATE"
"National Centers for Environmental Information","0.02","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1936-05","ISO_DATE"
"National Centers for Environmental Information","0.2","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1934-05","ISO_DATE"
"National Centers for Environmental Information","0.12","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1977-11","ISO_DATE"
"National Centers for Environmental Information","0.07","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1998-05","ISO_DATE"
"National Centers for Environmental Information","0.43","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1998-11","ISO_DATE"
"National Centers for Environmental Information","0.09","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1989-11","ISO_DATE"
"National Centers for Environmental Information","0.04","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2020-11","ISO_DATE"
"National Centers for Environmental Information","0.01","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1956-05","ISO_DATE"
"National Centers for Environmental Information","0.76","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1902-09","ISO_DATE"
"National Centers for Environmental Information","0.75","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1930-05","ISO_DATE"
"National Centers for Environmental Information","1.26","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1965-11","ISO_DATE"
